SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,name
318109,Cash loans,F,N,Y,0,171000.0,707287.5,29187.0,562500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-9385,-246,-4215.0,-2047,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,THURSDAY,8,1,1,0,1,1,0,Medicine,,0.0585255098329768,0.4902575124990026,0.0959,0.1848,0.9901,,,0.0,0.3103,0.1667,,0.0358,,0.113,,0.0041,0.0977,0.1917,0.9901,,,0.0,0.3103,0.1667,,0.0366,,0.1177,,0.0043,0.0968,0.1848,0.9901,,,0.0,0.3103,0.1667,,0.0364,,0.115,,0.0042,,block of flats,0.1027,"Stone, brick",No,3.0,0.0,2.0,0.0,-119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Viserys
314364,Cash loans,F,N,N,0,157500.0,900000.0,45954.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-10402,-235,-4480.0,-2801,,1,1,0,1,0,0,Private service staff,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Services,0.3571969523198832,0.5193068214976082,0.6769925032909132,0.1227,0.1252,0.9791,,,0.0,0.2759,0.1667,,0.0413,,0.1235,,0.0518,0.125,0.1299,0.9791,,,0.0,0.2759,0.1667,,0.0422,,0.1287,,0.0549,0.1239,0.1252,0.9791,,,0.0,0.2759,0.1667,,0.042,,0.1257,,0.0529,,block of flats,0.0852,Panel,No,2.0,0.0,2.0,0.0,-858.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Rickon
124316,Cash loans,F,Y,Y,2,112500.0,539100.0,27652.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12639,-382,-5817.0,-470,16.0,1,1,1,1,0,0,Accountants,4.0,2,2,THURSDAY,16,0,0,0,0,1,1,Self-employed,0.3986830813510152,0.5888425440420699,0.4830501881366946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Roose
138820,Cash loans,M,Y,Y,0,135000.0,360000.0,28570.5,360000.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-20198,365243,-12739.0,-397,8.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.7376091352716987,0.6144143775673561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-232.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,Daario
180741,Cash loans,F,N,Y,0,180000.0,481176.0,24696.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.00712,-19803,-1941,-2654.0,-3044,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,11,0,0,0,1,1,0,Self-employed,0.5838095818378454,0.2518770396779223,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1385.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,Shae
213493,Cash loans,F,N,N,0,76500.0,156384.0,16969.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.031329,-8811,-1313,-3295.0,-1451,,1,1,1,1,0,0,Laborers,2.0,2,2,SATURDAY,10,0,0,0,1,1,0,Business Entity Type 3,,0.1937262081983248,0.6246146584503397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,Tommen
279940,Cash loans,M,Y,Y,0,157500.0,2013840.0,62509.5,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-18896,-1389,-2289.0,-2424,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,14,0,0,0,0,1,1,Self-employed,0.5835647132589699,0.62370958543996,0.3842068130556564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2224.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,Gendry
285282,Cash loans,F,N,Y,0,108000.0,360000.0,28440.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.015221,-9882,-703,-3237.0,-2553,,1,1,1,1,1,0,,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,,0.5049820605314214,0.3062022983135042,0.3351,0.2292,0.9876,0.83,0.0459,0.36,0.3103,0.3333,0.375,0.1481,0.2723,0.3299,0.0039,0.0012,0.3414,0.2378,0.9876,0.8367,0.0463,0.3625,0.3103,0.3333,0.375,0.1515,0.2975,0.3438,0.0039,0.0013,0.3383,0.2292,0.9876,0.8323,0.0462,0.36,0.3103,0.3333,0.375,0.1507,0.277,0.3359,0.0039,0.0012,reg oper account,block of flats,0.3174,Panel,No,0.0,0.0,0.0,0.0,-341.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,Jorah
264627,Cash loans,M,Y,N,0,315000.0,1800000.0,56002.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018209,-11211,-1606,-1125.0,-3839,14.0,1,1,1,1,1,0,Managers,2.0,3,3,TUESDAY,10,0,0,0,0,0,0,Other,0.4880231529891189,0.3396941165015358,0.520897599048938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2513.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,Ramsey
304977,Cash loans,F,N,Y,1,112500.0,49752.0,5904.0,45000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010556,-14623,-1518,-2739.0,-2399,,1,1,1,1,1,1,High skill tech staff,3.0,3,3,THURSDAY,11,0,0,0,0,0,0,Trade: type 6,0.4185905012094007,0.2157298659065372,0.3910549766342248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-183.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,Talisa
131421,Cash loans,M,Y,N,1,90000.0,398160.0,29101.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-11650,-3374,-4458.0,-3544,14.0,1,1,0,1,0,0,Drivers,3.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.6496949661603281,0.5748616036596984,0.8245949709919925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2641.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Jeor
325817,Cash loans,M,N,N,0,270000.0,790830.0,57676.5,675000.0,Family,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.020713,-13133,-417,-858.0,-214,,1,1,0,1,0,0,Laborers,1.0,3,1,SATURDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.465418930224061,0.7091891096653581,0.0598,0.0633,0.9767,,,0.0,0.1034,0.1667,,0.0254,,0.049,,0.0,0.0609,0.0657,0.9767,,,0.0,0.1034,0.1667,,0.026,,0.0511,,0.0,0.0604,0.0633,0.9767,,,0.0,0.1034,0.1667,,0.0259,,0.0499,,0.0,,block of flats,0.0386,"Stone, brick",No,0.0,0.0,0.0,0.0,-516.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,Oberyn
283065,Cash loans,F,Y,Y,2,157500.0,431280.0,23526.0,360000.0,"Spouse, partner",State servant,Higher education,Married,House / apartment,0.002042,-11221,-629,-4439.0,-2811,9.0,1,1,0,1,1,1,Core staff,4.0,3,3,SATURDAY,16,0,0,0,0,0,0,Culture,0.6735364089462623,0.164237893383253,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,Melisandre
293851,Cash loans,F,Y,Y,1,75469.5,283500.0,19300.5,283500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018801,-14416,-125,-761.0,-4353,1.0,1,1,1,1,1,0,Sales staff,3.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Trade: type 3,,0.3921811092789605,0.2353105173615833,0.4784,,0.9861,0.8096,,0.44,0.3793,0.3333,0.375,,,0.2772,,0.004,0.4874,,0.9861,0.8171,,0.4431,0.3793,0.3333,0.375,,,0.2888,,0.0043,0.483,,0.9861,0.8121,,0.44,0.3793,0.3333,0.375,,,0.2822,,0.0041,,block of flats,0.3416,Panel,No,0.0,0.0,0.0,0.0,-84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Jaqen
266499,Cash loans,M,Y,Y,0,202500.0,1024740.0,43546.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11507,-638,-3847.0,-1516,15.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Construction,,0.2525080174235149,0.2910973802776635,0.0,,0.9771,,,,0.1724,0.1667,,,,0.0651,,,0.0,,0.9772,,,,0.1724,0.1667,,,,0.0678,,,0.0,,0.9771,,,,0.1724,0.1667,,,,0.0663,,,,block of flats,0.0512,Panel,No,0.0,0.0,0.0,0.0,-1608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tywin
213818,Cash loans,M,Y,Y,0,157500.0,445095.0,40954.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-17798,-1253,-5004.0,-1344,65.0,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,12,0,0,0,0,1,1,Other,0.2839025849914169,0.2327149564126121,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,Ellaria
106937,Cash loans,F,Y,Y,1,202500.0,76500.0,6174.0,76500.0,Other_A,Commercial associate,Higher education,Civil marriage,House / apartment,0.026392,-10702,-294,-4997.0,-3387,5.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 2,,0.1839799446190608,0.3409064264152384,0.0825,,0.9727,,,0.0,0.1379,0.1667,,,,0.0415,,0.0803,0.084,,0.9727,,,0.0,0.1379,0.1667,,,,0.0433,,0.085,0.0833,,0.9727,,,0.0,0.1379,0.1667,,,,0.0423,,0.0819999999999999,,block of flats,0.0501,"Stone, brick",No,2.0,1.0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,Tormund
317814,Cash loans,M,N,Y,0,135000.0,309073.5,26428.5,225000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-11588,-2987,-5299.0,-3349,,1,1,1,1,0,1,Laborers,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Industry: type 1,0.7903364374699995,0.3620259936468136,0.5262949398096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Yara
448125,Cash loans,F,N,Y,0,157500.0,360000.0,15264.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-14721,-7348,-8860.0,-2116,,1,1,0,1,0,0,Secretaries,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Medicine,,0.3114267184255559,0.2115507642052577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,Euron
154747,Cash loans,M,N,Y,2,135000.0,450000.0,32877.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.026392,-9742,-872,-66.0,-1780,,1,1,0,1,0,0,Laborers,4.0,2,2,SATURDAY,14,0,0,0,1,1,0,Business Entity Type 2,,0.4369398744848853,,,,0.9801,,,,0.1034,0.0,,0.0258,,0.0029,,,,,0.9801,,,,0.1034,0.0,,0.0264,,0.003,,,,,0.9801,,,,0.1034,0.0,,0.0262,,0.0029,,,,,0.0028,,Yes,0.0,0.0,0.0,0.0,-304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,Hodor
126707,Cash loans,M,N,Y,1,180000.0,301464.0,22068.0,238500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018634,-8837,-734,-8713.0,-1505,,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,16,0,0,0,1,1,0,Business Entity Type 2,,0.0144539373689313,0.178760465484575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0,Pycelle
339954,Cash loans,F,Y,Y,0,90000.0,292500.0,26955.0,292500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-10643,-1774,-2611.0,-3199,5.0,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,0.4565142811347188,0.3670205563022317,0.6706517530862718,0.0186,,0.9866,0.8164,,0.0,0.1034,0.0417,0.0833,,0.0151,0.0114,0.0,0.0293,0.0189,,0.9866,0.8236,,0.0,0.1034,0.0417,0.0833,,0.0165,0.0119,0.0,0.0311,0.0187,,0.9866,0.8189,,0.0,0.1034,0.0417,0.0833,,0.0154,0.0116,0.0,0.03,reg oper account,block of flats,0.0153,"Stone, brick",No,1.0,0.0,1.0,0.0,-244.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,Grey
295711,Cash loans,F,Y,Y,1,216000.0,745429.5,38191.5,643500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.016612,-10614,-1968,-5016.0,-2289,26.0,1,1,0,1,0,0,Private service staff,3.0,2,2,SATURDAY,12,0,0,0,0,1,1,Housing,0.1504174320923261,0.3966049630247863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Olenna
436323,Cash loans,M,N,Y,0,121500.0,509400.0,40243.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0196889999999999,-11851,-221,-5923.0,-1784,,1,1,0,1,0,1,Cooking staff,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5145993317094594,0.2631011921849177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-387.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Qyburn
170148,Cash loans,M,N,Y,0,90000.0,265500.0,21105.0,265500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-15682,-946,-8170.0,-3313,,1,1,0,1,0,0,Drivers,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.2385889852546633,0.1369069469883092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-596.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Jon
